SNO,Product_Variant,VOLUME,Price,BRAND,COUNTRY,Coutry of origin,Main_Category,Sub_Category,Sub_Sub_Category,SIZE,TYPES,Description
39,OFFICERS CHOICE PRESTIGE_90ML,90,70,OFFICERS CHOICE,INDIA,Indian,Spirits ,indian-whiskey,Blended,1 Ltr 750ML 375ML 180ML 90ML,BLENDED WHISKEY,"The finely balanced malt blend of Officers choice prestige whisky encourages
its patrons to follow their moral compass and awaken the officer hidden within
and ensures a delightful experience with each sip., Officer's choice prestige whisky is a perfect
blend of indian malt spirits and the best chosen indian neutral spirits. It is
a rare whisky with just the right mixture of smoothness and potency."
40,OLD OAK 12 YRS_750ML,750,1500,OLD OAK,INDIA,Indian,Spirits ,indian-whiskey,Blended,750ML,,"The finely balanced malt blend of Officers choice prestige whisky encourages
its patrons to follow their moral compass and awaken the officer hidden within
and ensures a delightful experience with each sip., Officer's choice prestige whisky is a perfect
blend of indian malt spirits and the best chosen indian neutral spirits. It is
a rare whisky with just the right mixture of smoothness and potency."
41,ROCKFORD CLASSIC WHISKY_750ML,750,1350,ROCKFORD,INDIA,Indian,Spirits ,indian-whiskey,Blended,750ML 180ML 375ML,,"The finely balanced malt blend of Officers choice prestige whisky encourages
its patrons to follow their moral compass and awaken the officer hidden within
and ensures a delightful experience with each sip., Officer's choice prestige whisky is a perfect
blend of indian malt spirits and the best chosen indian neutral spirits. It is
a rare whisky with just the right mixture of smoothness and potency."
42,ROCKFORD CLASSIC WHISKY_180ML,180,340,ROCKFORD,INDIA,Indian,Spirits ,indian-whiskey,Blended,750ML 180ML 375ML,,"The finely balanced malt blend of Officers choice prestige whisky encourages
its patrons to follow their moral compass and awaken the officer hidden within
and ensures a delightful experience with each sip., Officer's choice prestige whisky is a perfect
blend of indian malt spirits and the best chosen indian neutral spirits. It is
a rare whisky with just the right mixture of smoothness and potency."
43,ROCKFORD CLASSIC WHISKY_375ML,375,675,ROCKFORD,INDIA,Indian,Spirits ,indian-whiskey,Blended,750ML 180ML 375ML,,"Old Oak Whisky is blended in
12 year old malt &amp; matured with roasted oak chips giving it the woody
smoked taste. Old Oak is an outstanding example of a massively complex &amp; complex
malt whisky., The beautiful intense with
gentle oak &amp; honey compliment it off superbly. A mouthful feels fresh &amp;
crisp &amp; along with an outstanding sweet maltiness &amp; soft spice has a
long &amp; rich follow through."
44,ROCKFORD FINE &amp; RARE WHISKY_180ML,180,400,ROCKFORD,INDIA,Indian,Spirits ,indian-whiskey,Blended,180ML 375ML 750ML 60ML,BLENDED WHISKEY,"The finest oak aged Scottish
malt whiskies are blended with superb charcoal filtered Indian grain spirits
under the supervision of our Scottish master blender to produce this
outstanding whisky., The taste is in The House of
Rockford style smooth and mellow, yet with great depth and sophistication
appealing to the discerning whisky drinker."
45,ROCKFORD FINE &amp; RARE WHISKY_375ML,375,790,ROCKFORD,INDIA,Indian,Spirits ,indian-whiskey,Blended,180ML 375ML 750ML 60ML,BLENDED WHISKEY,"The finest oak aged Scottish
malt whiskies are blended with superb charcoal filtered Indian grain spirits
under the supervision of our Scottish master blender to produce this
outstanding whisky., The taste is in The House of
Rockford style smooth and mellow, yet with great depth and sophistication
appealing to the discerning whisky drinker."
46,ROCKFORD FINE &amp; RARE WHISKY_750ML,750,1575,ROCKFORD,INDIA,Indian,Spirits ,indian-whiskey,Blended,180ML 375ML 750ML 60ML,BLENDED WHISKEY,"The finest oak aged Scottish
malt whiskies are blended with superb charcoal filtered Indian grain spirits
under the supervision of our Scottish master blender to produce this
outstanding whisky., The taste is in The House of
Rockford style smooth and mellow, yet with great depth and sophistication
appealing to the discerning whisky drinker."
47,ROCKFORD FINE &amp; RARE WHISKY_60ML,60,130,ROCKFORD,INDIA,Indian,Spirits ,indian-whiskey,Blended,180ML 375ML 750ML 60ML,BLENDED WHISKEY,"A
Fine &amp; Rare Whisky made from Rarest Oak Aged Scottish Malt Whiskies blended
with the Finest Charcoal Filtered Indian Grain Spirits under the expert
supervision of our Scottish Master Blender., <span style='background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial; font-size: 10pt; font-family: Arial, ""sans-serif"";'>Colour:<span style='background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial; font-size: 10pt; font-family: Arial, ""sans-serif"";'> Deep, Rich Golden Colour.<br/>, <span style='font-size: 10pt; font-family: Arial, ""sans-serif""; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial;'>Nose:<span style='font-size: 10pt; font-family: Arial, ""sans-serif""; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial;'> Warm and well rounded, deep undertones are offset by
lighter fresh top-notes.<o:p></o:p>, <span style='font-size: 10pt; font-family: Arial, ""sans-serif""; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial;'>Taste:<span style='font-size: 10pt; font-family: Arial, ""sans-serif""; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial;'> Smooth yet complex with excellent maturity, a mellow
sweetness together with balanced oak and fruit.<o:p></o:p>, Finish:,  Clean, good length with hints of oak."
48,ROYAL CHALLENGE AMERICAN PRIDE_750ML,750,1170,ROYAL CHALLENGE,INDIA,Indian,Spirits ,indian-whiskey,Blended,750ML 180ML,WHISKY,"A
Fine &amp; Rare Whisky made from Rarest Oak Aged Scottish Malt Whiskies blended
with the Finest Charcoal Filtered Indian Grain Spirits under the expert
supervision of our Scottish Master Blender., <span style='background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial; font-size: 10pt; font-family: Arial, ""sans-serif"";'>Colour:<span style='background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial; font-size: 10pt; font-family: Arial, ""sans-serif"";'> Deep, Rich Golden Colour.<br/>, <span style='font-size: 10pt; font-family: Arial, ""sans-serif""; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial;'>Nose:<span style='font-size: 10pt; font-family: Arial, ""sans-serif""; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial;'> Warm and well rounded, deep undertones are offset by
lighter fresh top-notes.<o:p></o:p>, <span style='font-size: 10pt; font-family: Arial, ""sans-serif""; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial;'>Taste:<span style='font-size: 10pt; font-family: Arial, ""sans-serif""; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial;'> Smooth yet complex with excellent maturity, a mellow
sweetness together with balanced oak and fruit.<o:p></o:p>, Finish:,  Clean, good length with hints of oak."
49,ROYAL CHALLENGE AMERICAN PRIDE_180ML,180,280,ROYAL CHALLENGE,INDIA,Indian,Spirits ,indian-whiskey,Blended,750ML 180ML,WHISKY,"A
Fine &amp; Rare Whisky made from Rarest Oak Aged Scottish Malt Whiskies blended
with the Finest Charcoal Filtered Indian Grain Spirits under the expert
supervision of our Scottish Master Blender., <span style='background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial; font-size: 10pt; font-family: Arial, ""sans-serif"";'>Colour:<span style='background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial; font-size: 10pt; font-family: Arial, ""sans-serif"";'> Deep, Rich Golden Colour.<br/>, <span style='font-size: 10pt; font-family: Arial, ""sans-serif""; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial;'>Nose:<span style='font-size: 10pt; font-family: Arial, ""sans-serif""; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial;'> Warm and well rounded, deep undertones are offset by
lighter fresh top-notes.<o:p></o:p>, <span style='font-size: 10pt; font-family: Arial, ""sans-serif""; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial;'>Taste:<span style='font-size: 10pt; font-family: Arial, ""sans-serif""; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial;'> Smooth yet complex with excellent maturity, a mellow
sweetness together with balanced oak and fruit.<o:p></o:p>, Finish:,  Clean, good length with hints of oak."
50,ROYAL CHALLENGE FINEST PREMIUM WHISKY_1 Ltr,1 L,980,ROYAL CHALLENGE,INDIA,Indian,Spirits ,indian-whiskey,Blended,1 Ltr 180ML 375ML 750ML 90ML 2000ML 60ML,BLENDED WHISKEY,"A
Fine &amp; Rare Whisky made from Rarest Oak Aged Scottish Malt Whiskies blended
with the Finest Charcoal Filtered Indian Grain Spirits under the expert
supervision of our Scottish Master Blender., <span style='background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial; font-size: 10pt; font-family: Arial, ""sans-serif"";'>Colour:<span style='background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial; font-size: 10pt; font-family: Arial, ""sans-serif"";'> Deep, Rich Golden Colour.<br/>, <span style='font-size: 10pt; font-family: Arial, ""sans-serif""; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial;'>Nose:<span style='font-size: 10pt; font-family: Arial, ""sans-serif""; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial;'> Warm and well rounded, deep undertones are offset by
lighter fresh top-notes.<o:p></o:p>, <span style='font-size: 10pt; font-family: Arial, ""sans-serif""; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial;'>Taste:<span style='font-size: 10pt; font-family: Arial, ""sans-serif""; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial;'> Smooth yet complex with excellent maturity, a mellow
sweetness together with balanced oak and fruit.<o:p></o:p>, Finish:,  Clean, good length with hints of oak."
